rank,symbol,name,exch_name,sector,industry,country,mcap_eur_m,price,currency,overall,fund_score,ai_score,pillar_quality,pillar_growth,pillar_balance,pillar_valuation,pe_ttm,pe_fwd,ev_ebitda,ev_rev,pb,ps,earnings_yield,fwd_earnings_yield,fcf_yield,div_yield,payout,analyst_upside,n_analysts,rec_key,roe,roa,gm,om,nm,rev_growth,eps_growth,nd_ebitda,net_cash_eur_m,debt_equity,current_ratio,rev_eur_m,employees,rev_emp_keur,insider_pct,beta,w52_change,adv_eur_k,coverage,ai_base,ai_note,dup_class
55,GENI.ST,Generic Sweden AB,Stockholm,Technology,Software - Application,Sweden,42.67138,38.3,SEK,70.9,68.7,75.1,73.3,46.7,91.9,66.3,15.19841,15.50607,10.505,2.194,6.33058,2.48925,0.0658,0.06449,0.04557,0.0457,0.6349,,,none,0.4526,0.23208,0.27121,0.19776,0.16431,0.097,0.005,-1.41127,5.05384,,3.334,17.14226,21,816.29831,0.53051,0.604,-0.31362,62.51423,0.92,92,Software economics — AI compounds both the product and dev productivity,False
56,UNITED.HE,United Bankers Oyj,Helsinki,Financial Services,Asset Management,Finland,253.50312,22.8,EUR,70.9,67.8,76.7,87.3,22.6,77.3,70.4,19.32203,15.72414,,4.037,4.04399,4.4863,0.05175,0.0636,,0.0509,0.9322,-0.16667,1.0,none,0.21304,0.14032,0.9078,0.28149,0.22884,-0.02,-0.201,,20.456,0.05183,1.742,56.506,157,359.91083,0.70913,0.48,0.34911,44.4828,0.75,80,Asset management — research and back-office automation,False
57,ALL,The Allstate Corporation,USA,Financial Services,Insurance - Property & Casualty,United States,56204.67384,249.9,USD,70.8,72.7,67.4,70.6,68.0,52.4,88.4,5.52754,9.42821,4.609,1.003,2.17774,0.94361,0.18091,0.10606,0.19321,0.0173,0.0903,0.01895,22.0,buy,0.45221,0.07521,0.34428,0.18954,0.17813,0.03,3.384,0.14084,-1826.03294,0.23719,0.364,59563.62564,53000,1123.84199,0.005,0.166,0.29536,384318.12582,1.0,82,"Insurance — claims, underwriting and pricing are data workflows",False
58,BIOBV.HE,Biohit Oyj,Helsinki,Healthcare,Medical Devices,Finland,43.79211,2.88,EUR,70.8,73.9,64.9,80.4,71.8,84.5,62.4,16.0,16.94118,12.929,2.575,2.92981,2.78363,0.0625,0.05903,0.04853,,0.0,0.21528,1.0,none,0.20184,0.10805,0.68326,0.22228,0.17404,0.211,0.326,-1.04117,3.262,0.1063,2.559,15.732,46,342.0,0.49083,0.575,-0.05574,25.49952,1.0,66,Devices — embedded intelligence differentiates hardware,False
59,LIME.ST,Lime Technologies AB (publ),Stockholm,Technology,Software - Application,Sweden,261.22237,216.0,SEK,70.7,61.5,87.7,78.2,62.2,46.0,49.2,24.0267,23.73626,17.39,3.823,8.00979,3.68937,0.04162,0.04213,0.04014,0.0208,0.4733,0.40741,3.0,strong_buy,0.35224,0.10681,0.5028,0.21278,0.15325,0.122,0.226,0.60881,-9.47702,0.45871,0.547,70.80412,512,138.28929,0.1944,0.303,-0.43008,1324.21697,1.0,92,Software economics — AI compounds both the product and dev productivity,False
60,LUMEN.ST,LumenRadio AB (publ),Stockholm,Technology,Communication Equipment,Sweden,65.45949,57.4,SEK,70.7,70.3,71.5,72.3,66.1,94.5,58.6,21.49813,,12.818,2.345,2.75458,2.80577,0.04652,,0.05067,,0.0,,,none,0.13553,0.08144,0.67602,0.14444,0.13338,0.113,,-2.51782,10.74696,0.01118,5.433,23.33027,75,311.0703,0.54519,0.143,0.06296,29.23382,0.92,74,"Network equipment — AI traffic drives demand, ops automate",False
61,HOFI.ST,Hoist Finance AB (publ),Stockholm,Financial Services,Credit Services,Sweden,1384.30346,174.7,SEK,70.6,67.7,76.1,69.9,74.2,20.4,84.6,13.62715,14.64376,,5.454,2.35727,3.33175,0.07338,0.06829,,0.0187,0.1559,0.10761,2.0,buy,0.17713,0.01988,0.70637,0.34318,0.26527,0.158,0.537,,-881.64461,1.33297,0.828,415.48873,1035,401.43839,0.53397,1.111,0.96072,2028.33518,0.75,82,Credit — underwriting and collections are data decisions at scale,False
62,FIS,"Fidelity National Information Services, Inc.",USA,Technology,Information Technology Services,United States,18926.44346,41.91,USD,70.5,64.4,81.8,59.9,92.7,15.0,75.4,8.12209,6.11846,12.714,3.676,1.35618,1.89357,0.12312,0.16344,0.11295,0.0401,0.3178,0.35138,22.0,buy,0.17225,0.0407,0.36285,0.16388,0.23348,0.301,30.406,6.16415,-17815.61666,1.32328,0.588,9995.12829,44000,227.16201,0.00131,0.813,-0.47665,234688.14448,1.0,90,IT services — delivery is labor-hours that AI directly automates,False
63,ANGL.ST,Angler Gaming plc,Stockholm,Consumer Cyclical,Gambling,Malta,29.56502,4.35,SEK,70.5,74.0,64.1,84.5,59.4,86.3,65.2,4.88764,5.11765,3.83928,0.96005,1.93274,0.96328,0.2046,0.1954,-0.03992,0.0323,0.1667,0.51923,1.0,strong_buy,0.46749,0.27999,0.49853,0.35016,0.19513,0.016,0.859,-0.14294,1.097,,4.771,30.69205,68,451.35371,0.0,0.85,0.03819,55.87094,0.92,70,"Gaming/betting — risk, personalisation and CRM are data problems",False
64,APP,AppLovin Corporation,USA,Communication Services,Advertising Agencies,United States,124606.89743,424.54,USD,70.4,70.8,69.6,97.4,89.3,60.0,32.7,36.88445,19.58752,29.497,23.314,60.40694,23.13681,0.02711,0.05105,0.0223,,0.0,0.5419,30.0,strong_buy,2.66444,0.44236,0.88367,0.78151,0.6429,0.59,1.131,0.22396,-953.3544,1.62888,3.244,5385.65493,876,6148.00791,0.14319,2.483,0.15941,1902297.87031,1.0,80,"Advertising — targeting, creative and buying are AI-disrupted/enabled",False
65,LVS,Las Vegas Sands Corp.,USA,Consumer Cyclical,Resorts & Casinos,United States,26261.00112,45.36,USD,70.4,71.3,68.6,88.4,81.1,22.1,69.3,16.73801,12.38062,8.885,3.123,25.10238,2.18757,0.05974,0.08077,0.05398,0.0243,0.3875,0.46222,19.0,buy,0.90455,0.09903,0.80095,0.25439,0.13406,0.253,0.73,2.57785,-10878.4393,9.81405,0.921,12004.63857,41000,292.79606,0.51696,0.824,-0.06029,183718.8882,1.0,68,Gaming — CRM and risk automation,False
66,ALEX.HE,Alexandria Group Oyj,Helsinki,Financial Services,Asset Management,Finland,157.54306,14.25,EUR,70.4,70.8,69.6,77.6,60.9,86.3,61.7,19.25676,13.4434,11.433,2.658,4.22473,2.87839,0.05193,0.07439,0.04741,0.0491,1.0676,-0.05263,1.0,none,0.24224,0.15382,0.44271,0.26485,0.14207,0.122,0.199,-0.935,11.896,0.18175,3.419,54.733,94,582.26596,0.81451,0.862,0.46907,46.9395,1.0,80,Asset management — research and back-office automation,False
67,FTNT,"Fortinet, Inc.",USA,Technology,Software - Infrastructure,United States,103448.97457,161.61,USD,70.3,62.8,84.3,91.2,69.7,60.2,26.2,62.39769,47.17287,48.986,16.271,119.88872,16.65424,0.01603,0.0212,0.01531,,0.0,-0.26215,37.0,hold,1.32392,0.13586,0.80304,0.31282,0.27491,0.201,0.286,-1.15512,2383.19153,0.5731,1.153,6211.57025,15311,405.69331,0.17386,1.09,0.51122,871792.58572,1.0,92,Software economics — AI compounds both the product and dev productivity,False
68,SOF-B.ST,Softronic AB (publ),Stockholm,Technology,Information Technology Services,Sweden,108.53069,22.75,SEK,70.3,64.5,81.0,60.0,66.4,83.8,58.7,16.02113,,11.078,1.12,3.84745,1.25192,0.06242,,0.02501,0.0597,0.9507,,,none,0.22521,0.10803,0.16156,0.08738,0.07338,0.173,0.229,-1.22687,10.74977,0.03535,1.86,86.69112,485,178.74459,0.29842,0.634,-0.04612,49.46616,1.0,90,IT services — delivery is labor-hours that AI directly automates,False
69,TAGM-B.ST,TagMaster AB (publ),Stockholm,Technology,Communication Equipment,Sweden,46.46725,35.0,SEK,70.2,69.3,71.8,66.3,64.5,66.1,77.7,14.28571,350.0,8.666,1.189,1.85499,1.03592,0.07,0.00286,0.11216,,0.0,-0.17143,1.0,none,0.13058,0.06927,0.69871,0.06098,0.06963,0.106,,0.36263,-2.23216,0.34013,1.59,44.85593,146,307.23237,0.69316,0.924,1.25806,88.15041,0.92,74,"Network equipment — AI traffic drives demand, ops automate",False
70,WRV.ST,WebRock Ventures AB,Stockholm,Financial Services,Asset Management,Brazil,6.16585,3.22,SEK,70.2,71.1,68.4,67.2,39.5,87.1,88.7,4.29333,,3.893,2.202,0.24654,2.34493,0.23292,,0.18043,,0.0,,,none,0.0612,0.03794,0.66081,0.47917,0.56456,-0.332,0.542,-0.2527,0.37579,,3.008,2.62943,1,2629.43458,0.20572,0.662,-0.39474,2.28845,0.92,80,Asset management — research and back-office automation,False
71,GOOGL,Alphabet Inc.,USA,Communication Services,Internet Content & Information,United States,3697049.40863,346.77,USD,70.1,67.9,74.1,85.8,81.0,75.8,34.5,26.4508,23.67202,25.853,9.871,8.77588,10.0154,0.03781,0.04224,0.0066,0.0025,0.0641,0.25015,53.0,strong_buy,0.38885,0.14641,0.60368,0.36121,0.37919,0.218,0.82,-0.19195,27053.24647,0.20026,1.922,369136.52126,194668,1896.23627,0.01173,1.247,0.82415,9618733.95866,1.0,88,"Digital platform — data-rich, AI-native product surface",False
72,JKHY,"Jack Henry & Associates, Inc.",USA,Technology,Information Technology Services,United States,9415.22901,151.67,USD,70.0,64.1,81.1,76.8,51.9,76.2,51.5,21.18296,21.35863,15.225,4.33,5.05921,4.28363,0.04721,0.04682,0.03465,0.0157,0.3282,0.21504,14.0,buy,0.24892,0.13664,0.44057,0.24369,0.20637,0.087,0.125,0.16216,-101.36144,0.06398,1.744,2197.95661,7300,301.08995,0.00593,0.571,-0.14243,205251.59298,1.0,90,IT services — delivery is labor-hours that AI directly automates,False
73,TRAC-B.ST,AB Traction,Stockholm,Financial Services,Asset Management,Sweden,324.40959,242.0,SEK,70.0,68.9,71.9,64.1,,92.1,63.0,10.63736,,,12.11,0.83054,71.15592,0.09401,,0.00959,0.0344,0.3648,,,none,0.00771,0.00492,1.0,1.05188,0.65209,,,,267.85609,,925.313,4.55914,4,1139.78421,0.82795,0.514,-0.08333,30.51105,0.58,80,Asset management — research and back-office automation,False
74,CPRT,"Copart, Inc.",USA,Industrials,Specialty Business Services,United States,23237.75232,27.61,USD,69.9,66.7,75.8,77.0,35.5,94.2,61.7,17.14907,16.40591,10.948,4.629,2.91337,5.7335,0.05831,0.06095,0.0376,,0.0,0.48135,10.0,buy,0.17607,0.11336,0.47523,0.37531,0.33482,0.021,0.023,-2.09387,3587.93303,0.01059,7.613,4052.97817,13800,293.69407,0.09009,1.023,-0.40017,265400.16288,1.0,82,Business services — back-office process automation,False
75,SAGCV.HE,Saga Furs Oyj,Helsinki,Consumer Cyclical,Textile Manufacturing,Finland,51.63892,14.6,EUR,69.9,75.9,58.7,53.6,92.8,87.7,84.8,14.6,,1.411,0.209,0.57505,1.03632,0.06849,,0.20449,0.0493,0.71,,,none,0.09237,0.03207,0.54541,0.06489,0.16029,0.557,,-5.59704,41.239,0.14944,2.898,49.829,138,361.07971,0.55712,-0.042,0.81366,29.857,0.92,60,Consumer Cyclical sector default,False
76,AFL,Aflac Incorporated,USA,Financial Services,Insurance - Life,United States,55463.00054,124.72,USD,69.7,69.9,69.3,66.2,92.4,48.3,70.1,14.23744,16.50205,11.849,3.847,2.12521,3.50489,0.07024,0.0606,0.07755,0.0196,0.2686,-0.06648,14.0,hold,0.16469,0.03088,0.5005,0.29567,0.25596,0.279,38.6,1.0534,-5411.69785,0.48276,0.935,15824.45486,12716,1244.45225,0.10786,0.603,0.23339,269357.99774,1.0,82,"Insurance — claims, underwriting and pricing are data workflows",False
77,FFIV,"F5, Inc.",USA,Technology,Software - Infrastructure,United States,20165.7244,409.095,USD,69.7,62.0,83.9,81.4,49.9,79.7,38.5,33.55989,23.13632,24.248,6.791,6.36169,7.15768,0.0298,0.04322,0.03289,,0.0,0.02543,10.0,hold,0.2034,0.08152,0.81542,0.22016,0.21963,0.11,0.04,-1.30991,1033.54346,0.0712,1.611,2817.35485,6512,432.64049,0.00504,1.03,0.36312,248962.79555,1.0,92,Software economics — AI compounds both the product and dev productivity,False
78,SNDK,Sandisk Corporation,USA,Technology,Computer Hardware,United States,175294.76774,1354.82,USD,69.7,72.5,64.5,88.2,98.2,91.1,27.9,46.3028,6.37261,34.998,14.95,14.55419,15.21806,0.0216,0.15692,0.01126,,0.0,0.5826,22.0,buy,0.39297,0.22823,0.56038,0.69983,0.34185,2.51,,-0.62642,3082.41375,0.01503,4.782,11518.86113,11000,1047.16919,0.0113,,31.55996,15570668.74925,0.92,74,Hardware — AI demand pull plus design productivity,False
79,ICE,"Intercontinental Exchange, Inc.",USA,Financial Services,Financial Data & Stock Exchanges,United States,68999.42935,139.65,USD,69.6,64.2,79.5,74.5,79.9,35.3,56.0,20.32751,16.00446,14.973,9.505,2.6814,7.56817,0.04919,0.06248,0.0474,0.0149,0.2853,0.30565,15.0,strong_buy,0.13853,0.0211,1.0,0.57306,0.37671,0.204,0.797,3.03774,-17580.59185,0.70986,1.011,9117.06004,12694,718.21806,0.00808,0.948,-0.22764,518361.54726,1.0,88,Financial data — the product is information processing,False
80,ORNBV.HE,Orion Oyj,Helsinki,Healthcare,Drug Manufacturers - General,Finland,10903.03693,77.4,EUR,69.5,75.1,59.1,88.9,80.7,81.2,52.3,18.51675,16.78304,13.735,5.3,9.71386,5.2984,0.05401,0.05958,0.02464,0.0233,0.4115,-0.03962,6.0,buy,0.53653,0.26308,0.65934,0.33838,0.2853,0.252,0.695,0.00315,-2.5,0.10458,2.639,2057.79994,4000,514.44998,0.02635,0.288,0.11688,11288.5578,1.0,62,Pharma — AI aids discovery but cycles are long and regulated,False
81,VEEV,Veeva Systems Inc.,USA,Healthcare,Health Information Services,United States,27729.64115,195.38,USD,69.4,66.1,75.6,78.4,61.6,95.5,40.2,34.58053,19.47036,23.904,7.39,4.35844,9.56195,0.02892,0.05136,0.03969,,0.0,0.25188,27.0,buy,0.13934,0.07298,0.75021,0.30932,0.2837,0.163,0.146,-7.02618,6299.073,0.01411,4.738,2899.99922,7928,365.79203,0.08586,0.941,-0.3047,533306.61712,1.0,80,Health IT — records and diagnostics are data problems,False
82,V,Visa Inc.,USA,Financial Services,Credit Services,United States,595766.64186,358.56,USD,69.4,67.3,73.3,96.0,70.8,51.1,39.6,31.26068,24.1166,22.767,15.95,19.23399,15.84794,0.03199,0.04147,0.03056,0.0075,0.2197,0.11968,38.0,strong_buy,0.60349,0.19193,0.97778,0.67346,0.51679,0.171,0.355,0.33384,-8792.04296,0.67233,1.088,37592.69217,34100,1102.42499,0.00081,0.754,0.02171,2635163.08613,1.0,82,Credit — underwriting and collections are data decisions at scale,False
83,WDAY,"Workday, Inc.",USA,Technology,Software - Application,United States,31240.73317,144.78,USD,69.4,61.7,83.8,66.6,81.5,55.1,46.2,45.1028,11.45083,23.289,3.573,5.39439,3.62866,0.02217,0.08733,0.08722,,0.0,0.18214,39.0,buy,0.10858,0.04343,0.75766,0.13297,0.08595,0.135,2.48,-0.36243,478.78761,0.56936,1.009,8609.44016,20834,413.2399,0.02143,1.104,-0.38051,650688.39699,1.0,92,Software economics — AI compounds both the product and dev productivity,False
84,SVOL-B.ST,Svolder AB (publ),Stockholm,Financial Services,Asset Management,Sweden,509.08609,54.85,SEK,69.4,63.2,80.9,62.6,56.7,92.1,53.7,,,-300.491,397.8,0.98898,422.30377,-0.01313,,0.00775,0.0328,0.1051,,,none,-0.01283,-0.00189,1.0,0.90641,0.0,-0.093,9.317,,29.53922,,6.193,1.2055,6,200.91624,0.09092,1.279,-0.03177,808.59178,0.83,80,Asset management — research and back-office automation,False
85,OMASP.HE,Oma Säästöpankki Oyj,Helsinki,Financial Services,Banks - Regional,Finland,559.79936,16.86,EUR,69.4,68.7,70.8,42.5,83.8,,89.2,11.70833,12.58209,,13.614,0.88999,3.1903,0.08541,0.07948,,0.0214,0.25,0.0083,1.0,underperform,0.07947,0.00653,0.0,0.33774,0.2744,0.145,3.714,,-1829.2919,,,175.46899,591,296.90185,0.77521,0.384,0.97193,377.64714,0.58,82,"Banking — document-heavy processes, fraud/KYC, service automation",False
86,ORTIN.ST,Ortelius International AB,Stockholm,Technology,Information Technology Services,Sweden,0.93946,0.1,SEK,69.4,57.9,90.8,54.5,46.3,19.3,89.0,0.02732,,-0.209,0.14,-0.53191,0.19711,36.6,,,,0.0,,,none,,,1.0,-0.58317,-1.03988,0.045,,,-0.00897,,0.789,4.76616,44,108.32173,,,-0.98529,22.71235,0.5,90,IT services — delivery is labor-hours that AI directly automates,False
87,BKNG,Booking Holdings Inc.,USA,Consumer Cyclical,Travel Services,United States,122999.41375,181.68,USD,69.3,72.8,62.9,90.0,83.5,53.5,55.3,23.96834,14.77288,13.869,5.199,,5.08469,0.04172,0.06769,0.05026,0.0089,0.2073,0.2345,36.0,buy,,0.22259,0.86987,0.25036,0.22227,0.162,2.4,0.30372,-2753.90159,,1.057,24190.13266,24900,971.49127,0.00177,1.075,-0.19995,1233028.9213,0.83,68,"Travel — booking, pricing and service are digital workflows",False
88,CDNS,"Cadence Design Systems, Inc.",USA,Technology,Software - Application,United States,79550.05125,330.11,USD,69.3,60.1,86.3,85.4,67.2,59.7,26.1,76.94872,35.11726,45.966,16.747,13.87658,16.4688,0.013,0.02848,0.01647,,0.0,0.19593,26.0,strong_buy,0.20656,0.10389,0.86079,0.29699,0.2118,0.187,0.23,0.76317,-1343.05179,0.46992,1.471,4830.3492,15110,319.67897,0.00293,1.148,0.0436,705247.62511,1.0,92,Software economics — AI compounds both the product and dev productivity,False
89,FDS,FactSet Research Systems Inc.,USA,Financial Services,Financial Data & Stock Exchanges,United States,8019.78988,258.09,USD,69.3,61.4,84.0,79.9,38.2,37.0,67.5,17.00198,13.11987,11.201,4.284,4.54352,3.76431,0.05882,0.07622,0.06767,0.018,0.2938,-0.01415,16.0,hold,0.27032,0.11079,0.51382,0.30542,0.2321,0.064,-0.096,1.35802,-1106.459,0.77284,0.683,2130.48159,12694,167.83375,0.00426,0.715,-0.38997,211623.82686,1.0,88,Financial data — the product is information processing,False
90,GDDY,GoDaddy Inc.,USA,Technology,Software - Infrastructure,United States,10915.01962,94.35,USD,69.3,63.6,79.9,84.9,44.1,21.4,72.9,14.95246,8.75774,11.458,2.992,52.73896,2.48679,0.06688,0.11418,0.10787,,0.0,0.18636,15.0,buy,3.98215,0.09392,0.6377,0.24682,0.1732,0.061,0.06,1.9336,-2215.9654,16.21618,0.671,4389.20679,5845,750.93358,0.00955,0.888,-0.43999,209439.7828,1.0,92,Software economics — AI compounds both the product and dev productivity,False
91,NEM,Newmont Corporation,USA,Basic Materials,Gold,United States,83665.06262,89.7,USD,69.3,84.5,41.1,87.7,85.1,79.9,82.5,11.63424,8.35959,5.673,3.712,2.75576,3.8356,0.08595,0.11962,0.10239,0.0116,0.131,0.48269,21.0,buy,0.25832,0.14887,0.67356,0.61379,0.3387,0.458,0.786,-0.19873,2836.90359,0.15762,2.443,21812.79539,17500,1246.44545,0.00293,0.482,0.4985,633437.36069,1.0,42,Mining — commodity price dominates,False
92,PAYX,"Paychex, Inc.",USA,Technology,Software - Application,United States,35539.57036,114.39,USD,69.2,59.2,87.9,82.6,69.6,35.6,36.8,23.44057,17.90934,27.471,11.132,10.89014,10.25128,0.04266,0.05584,,0.0416,0.9059,-0.06835,14.0,hold,,,0.67198,0.38325,0.26633,0.125,0.434,2.16828,-3046.24268,1.23967,1.152,3466.8417,17600,196.97964,0.10367,,-0.19816,335107.95606,0.75,92,Software economics — AI compounds both the product and dev productivity,False
93,TER,"Teradyne, Inc.",USA,Technology,Semiconductor Equipment & Materials,United States,44088.78231,322.355,USD,69.2,68.4,70.6,84.7,94.2,82.6,25.1,59.91729,32.77045,43.306,13.283,16.05114,13.32567,0.01669,0.03052,0.00591,0.0016,0.0909,0.32262,17.0,buy,0.2875,0.15835,0.58702,0.37614,0.22553,0.87,3.148,-0.14051,142.58696,0.02621,2.147,3308.56047,6600,501.29704,0.00264,1.742,2.3997,1238570.35185,1.0,78,Semis — rides the AI capex cycle and design automation,False
94,EVLI.HE,Evli Oyj,Helsinki,Financial Services,Asset Management,Finland,646.23155,24.4,EUR,69.2,66.3,74.6,90.1,58.0,61.1,46.6,16.48649,13.70786,,,4.57014,4.27685,0.06066,0.07295,-0.08844,0.0504,0.8311,0.10656,1.0,buy,0.36,0.0877,0.93911,0.43529,0.27201,0.156,0.094,,,0.97787,8.661,151.1,297,508.75421,0.38188,0.449,0.2545,132.0772,0.83,80,Asset management — research and back-office automation,False
95,UHS,"Universal Health Services, Inc.",USA,Healthcare,Medical Care Facilities,United States,7994.94493,151.16,USD,69.1,66.2,74.6,68.1,56.4,43.2,82.0,6.31412,6.0091,5.359,0.805,1.22583,0.51523,0.15838,0.16641,0.07112,0.0053,0.0334,0.36396,17.0,buy,0.21369,0.08354,0.44233,0.11187,0.08563,0.096,0.177,1.8767,-4374.43153,0.67405,1.079,15517.16654,101500,152.87849,0.04828,1.075,-0.10424,137532.16951,1.0,76,"Care delivery — scheduling, triage and admin absorb most cost",False
96,NTEK-B.ST,Novotek AB,Stockholm,Technology,Information Technology Services,Sweden,49.47978,51.5,SEK,69.1,60.6,85.0,64.0,23.0,79.7,72.0,15.60606,,7.657,0.817,2.29174,1.0819,0.06408,,0.05242,0.035,0.5455,,,none,0.15369,0.05106,0.62076,0.0665,0.06845,0.014,-0.459,-2.57705,12.58068,0.00452,1.252,45.73394,199,229.81881,0.50657,0.591,-0.50952,33.67892,1.0,90,IT services — delivery is labor-hours that AI directly automates,False
97,ADMCM.HE,Admicom Oyj,Helsinki,Technology,Software - Application,Finland,128.4159,26.25,EUR,69.1,59.1,87.6,67.2,17.6,79.8,67.0,29.49438,12.47031,7.806,3.178,4.18327,3.37052,0.0339,0.08019,0.08118,0.0122,0.3596,0.65968,3.0,strong_buy,0.1424,0.17966,0.477,0.07523,0.11685,0.002,-0.854,-0.47366,7.346,0.00437,1.513,38.09978,287,132.75186,0.05136,0.638,-0.48123,378.34125,1.0,92,Software economics — AI compounds both the product and dev productivity,False
98,SYF,Synchrony Financial,USA,Financial Services,Credit Services,United States,21635.93905,73.62,USD,69.0,69.4,68.2,56.7,52.5,,95.6,7.62112,6.99303,,2.214,1.62635,2.50339,0.13121,0.143,,0.0163,0.1242,0.22013,23.0,buy,0.2178,0.02957,0.0,0.48032,0.36393,0.061,0.201,,3609.25419,,,8642.64043,20000,432.13202,0.00342,1.308,0.0602,247567.00232,0.58,82,Credit — underwriting and collections are data decisions at scale,False
99,WDC,Western Digital Corporation,USA,Technology,Computer Hardware,United States,143714.23219,477.22,USD,69.0,68.3,70.4,83.2,93.2,72.7,32.2,28.57605,25.73021,41.491,13.839,22.81712,13.96699,0.03499,0.03886,0.01261,0.0013,0.0269,0.32818,24.0,strong_buy,0.85921,0.14648,0.45428,0.37009,0.55286,0.455,4.829,-0.38518,1321.90808,0.1781,1.49,10289.56559,40000,257.23914,0.00543,2.166,5.94239,3540556.13801,1.0,74,Hardware — AI demand pull plus design productivity,False
100,ENEA.ST,Enea AB (publ),Stockholm,Technology,Software - Infrastructure,Sweden,99.94968,58.7,SEK,69.0,58.0,89.4,63.6,36.0,68.7,60.9,10.57658,11.28846,5.308,1.454,0.64562,1.19836,0.09455,0.08859,-0.06393,,0.0,0.48552,2.0,strong_buy,0.06413,0.05126,0.78036,0.10477,0.11727,0.011,,0.92994,-21.24576,0.19154,1.742,83.4051,476,175.2208,0.41597,,-0.23766,244.75381,0.92,92,Software economics — AI compounds both the product and dev productivity,False
101,G5EN.ST,G5 Entertainment AB (publ),Stockholm,Communication Services,Electronic Gaming & Multimedia,Sweden,44.65077,64.8,SEK,69.0,60.1,85.4,58.2,14.8,96.1,74.6,17.95014,4.87218,7.81899,0.5046,1.03789,0.5308,0.05571,0.20525,0.09021,0.0309,2.278,0.54321,2.0,none,0.05475,0.05915,0.71312,0.0403,0.02935,-0.109,-0.297,-4.33037,23.50777,0.00216,3.367,84.12041,842,99.90548,0.29624,0.769,-0.41304,153.57769,1.0,85,Gaming — content pipelines and live-ops are AI-automatable,False
